priority,slug,name,district,official_url,instagram_url,gmaps_short_link,street_address,area_note,latitude,longitude,source_url,source_type,status,note
3,nasi-ayam-kedewatan-ibu-mangku,Nasi Ayam Kedewatan Ibu Mangku — Outlet Pusat Ubud,ubud,,https://www.instagram.com/nasiayamkedewatan/,,"Jl. Raya Kedewatan No.18, Kedewatan, Ubud, Gianyar, Bali, Indonesia","Jl. Raya Kedewatan No.18, Kedewatan, Ubud, Gianyar, Bali, Indonesia",,,,,,
3,dewas-landing-cafe,Dewas Landing Cafe,uluwatu-bukit,,https://www.instagram.com/dewaslanding.cafe/,,"Jl. Raya Uluwatu, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
3,gains,GAINS,uluwatu-bukit,,https://www.instagram.com/gainsuluwatu/,,"54Q9+W93, Jl. Buana Sari, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
3,made-s-bakery-cafe-playground,Made’s Bakery Cafe Playground,uluwatu-bukit,,https://www.instagram.com/mades_bakery_/,,"Jl. Dharmawangsa No.85, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
3,pak-gula,PAK GULA,uluwatu-bukit,,https://www.instagram.com/pak.g.bingin/,,"Jl. Pantai Bingin No.05, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
3,rotisserie-by-cashew-tree,Rotisserie by Cashew Tree,uluwatu-bukit,,https://www.instagram.com/rotisserie.cashewtree/,,"Jl. Bangbang Metuug No.3, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
3,snowcat-bali-ussr-cuisine,Snowcat Bali USSR Cuisine,uluwatu-bukit,,https://www.instagram.com/snowcatbali/,,"Jl. Raya Uluwatu No.93, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
3,white-water-bingin,White Water — Bingin,uluwatu-bukit,,https://www.instagram.com/whitewater.bali/,,"Jl. Pantai Bingin, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",,,,,,,
4,babi-guling-men-agus,Babi Guling Men Agus,canggu,,https://www.instagram.com/babigulingmenagus/,,,,,,,,,
4,babi-guling-men-lari,Babi Guling Men Lari,canggu,,https://www.instagram.com/begulingmenlari/,,,,,,,,,
4,babi-guling-sari-kembar-99,Babi Guling Sari Kembar 99,canggu,,https://www.instagram.com/babiguling.sarikembar99/,,,,,,,,,
4,global-futsal-dalung,Global Futsal Dalung,canggu,,https://www.instagram.com/explore/locations/1029503333/global-futsal-sport-dalung/,,,,,,,,,
4,honey-kitchen,Honey Kitchen,canggu,,https://www.instagram.com/honeykitchenbali/,,,Badung / Pererenan,,,,,,
4,jaya-gym-jalan-raya-canggu,Jaya Gym Jalan Raya Canggu,canggu,,https://www.instagram.com/explore/locations/274786509/jaya-gymcanggu/,,,,,,,,,
4,jm-taekwondo-bali,JM Taekwondo Bali,canggu,,https://www.instagram.com/rivasjhkim_bali/,,,,,,,,,
4,milu-by-nook,Milu by Nook,canggu,,https://www.instagram.com/milubynook/,,,Tibubeneng / Canggu / Berawa,,,,,,
4,nail-lesss-canggu,Nail Lesss Canggu,canggu,,https://www.instagram.com/nail_lesss/,,,Badung / Pererenan,,,,,,
4,nook-umalas,Nook Umalas,canggu,,https://www.instagram.com/nook_bali/,,,Umalas / Kerobokan / Umalas,,,,,,
4,oma-jamu,Oma Jamu,canggu,,https://www.instagram.com/omajamuvegan/,,,Canggu/Berawa,,,,,,
4,paradise-padel-bali,Paradise Padel Bali,canggu,,https://www.instagram.com/paradisepadelbali/,,,,,,,,,
4,the-slow,The Slow,canggu,,https://www.instagram.com/the.slow/,,,Canggu,,,,,,
4,tugu-tennis-court,Tugu Tennis Court,canggu,,https://www.instagram.com/popular/tugu-tennis-court/,,,,,,,,,
4,victory-fitness-club,Victory Fitness Club,canggu,,https://www.instagram.com/victoryfitnessclub/,,,,,,,,,
4,babi-guling-swari,Warung Babi Guling Swari,canggu,,https://www.instagram.com/babigulingswari/,,,,,,,,,
4,warung-jawa-bu-sri,Warung Jawa Bu Sri,canggu,,https://www.instagram.com/warungjawabusricanggu/,,,,,,,,,
4,warung-local,Warung Local,canggu,,https://www.instagram.com/warunglocal/,,,,,,,,,
4,warung-nonii,Warung Nonii,canggu,,https://www.instagram.com/waroengnonii/,,,Canggu/Batu Bolong/Berawa,,,,,,
4,warung-varuna,Warung Varuna,canggu,,https://www.instagram.com/warungvaruna/,,,,,,,,,
4,jungle-flower-restaurant,Jungle Flower Restaurant,ubud,,https://www.instagram.com/jungleflowerrestaurant/,,,,,,,,,
4,sawobali,Sawobali,ubud,,https://www.instagram.com/sawobali/,,,Ubud,,,,,,
4,warung-mendez,Warung Mendez,ubud,,https://www.instagram.com/warung.mendez/,,,Ubud,,,,,,
4,warung-siam,Warung Siam,ubud,,https://www.instagram.com/warungsiam/,,,Ubud,,,,,,
4,whos-who,Who's Who,ubud,,https://www.instagram.com/whoswhobali/,,,Ubud,,,,,,
4,wulan-vegetarian-warung,Wulan Vegetarian Warung,ubud,,https://www.instagram.com/wulanveg/,,,Ubud,,,,,,
4,artisan-uluwatu,Artisan - Uluwatu,uluwatu-bukit,,https://www.instagram.com/artisan.bali/,,,Pecatu / uluwatu bukit,,,,,,
4,dbuchu-bingin,D'Buchu,uluwatu-bukit,,https://www.instagram.com/d_buchuu/,,,,,,,,,
4,dorsey-s-barber-shop-uluwatu,Dorsey's Barber Shop Uluwatu,uluwatu-bukit,,https://www.instagram.com/dorseysbarbershop/,,,,,,,,,
4,island-grooming-barbershop,Island Grooming Barbershop,uluwatu-bukit,,https://www.instagram.com/ulu.islandgrooming/,,,,,,,,,
4,laggas-uluwatu,Laggas Uluwatu,uluwatu-bukit,,https://www.instagram.com/laggasbali/,,,Uluwatu/Bukit,,,,,,
4,son-of-a-baker,Son of A Baker,uluwatu-bukit,,https://www.instagram.com/sonofabaker.bali/,,,Uluwatu/Bukit,,,,,,
4,ulu-artisan-ungasan,ULU ARTISAN — Ungasan,uluwatu-bukit,,https://www.instagram.com/artisan.bali/,,,Uluwatu/Bukit,,,,,,
4,warung-local-pecatu,Warung Local,uluwatu-bukit,,https://www.instagram.com/warunglocal/,,,,,,,,,
4,warung-ubay-ungasan,Warung Ubay,uluwatu-bukit,,https://www.instagram.com/warung_ubay/,,,,,,,,,
4,yeyes-warung-uluwatu,Yeye's Warung,uluwatu-bukit,,https://www.instagram.com/warung_yeyes/,,,,,,,,,
4,zando-fight-camp-uluwatu,Zando Fight Camp Uluwatu,uluwatu-bukit,,https://www.instagram.com/zando_fight_camp/,,,,,,,,,
5,coco-nails-ubud,Coco Nails Ubud,ubud,,,,,Ubud,,,,,,
5,ubud-beauty-salon,Ubud Beauty Salon,ubud,,,,,Ubud,,,,,,
5,ubud-gym,Ubud Gym,ubud,,,,,Ubud centre/edge,,,,,,
5,babi-guling-bali-ayu-pecatu,Babi Guling Bali Ayu,uluwatu-bukit,,,,,,,,,,,
5,balumba-surf-school-uluwatu,Balumba Surf School,uluwatu-bukit,,,,,,,,,,,
5,padang-padang-surf-camp-uluwatu,Padang Padang Surf Camp,uluwatu-bukit,,,,,,,,,,,
5,poggy-bali-surf-school-uluwatu,Poggy Bali Surf School,uluwatu-bukit,,,,,,,,,,,
5,warung-bu-jonny-uluwatu,Warung Bu Jonny (Cak Man),uluwatu-bukit,,,,,,,,,,,
