venue_slug,venue_id,current_legacy_photo_url,extracted_storage_path,matching_submission_image_path,current_storage_object_path,current_project_target_url,object_exists,mime_type,file_size,source_project,target_project,source_bucket,target_bucket,proposed_database_update,rollback_value,submission_id,submission_status,validation_note
finns-beach-club,v_finns-beach-club,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/finns-beach-club/0dda91dae3b2358c51df.jpg,draft/finns-beach-club/0dda91dae3b2358c51df.jpg,draft/finns-beach-club/0dda91dae3b2358c51df.jpg,draft/finns-beach-club/0dda91dae3b2358c51df.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/finns-beach-club/0dda91dae3b2358c51df.jpg,true,image/jpeg,305198,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_finns-beach-club: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/finns-beach-club/0dda91dae3b2358c51df.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/finns-beach-club/0dda91dae3b2358c51df.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/finns-beach-club/0dda91dae3b2358c51df.jpg,a6d1dc22-8140-4d3c-9e5d-d000c0a626c1,draft,EXACT_PATH_MATCH
ulekan-berawa,v_import_ulekan_berawa,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/ulekan-berawa/c2e1119aaf5c88c1b543.jpg,draft/ulekan-berawa/c2e1119aaf5c88c1b543.jpg,draft/ulekan-berawa/c2e1119aaf5c88c1b543.jpg,draft/ulekan-berawa/c2e1119aaf5c88c1b543.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/ulekan-berawa/c2e1119aaf5c88c1b543.jpg,true,image/jpeg,30776,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_ulekan_berawa: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/ulekan-berawa/c2e1119aaf5c88c1b543.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/ulekan-berawa/c2e1119aaf5c88c1b543.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/ulekan-berawa/c2e1119aaf5c88c1b543.jpg,096bf5a9-2bbc-43e0-8b8e-0e8b672bd70c,draft,EXACT_PATH_MATCH
gelato-secrets-ubud,v_gelato-secrets-ubud,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/gelato-secrets-ubud/9fb7902242711f41ee1e.jpg,draft/gelato-secrets-ubud/9fb7902242711f41ee1e.jpg,draft/gelato-secrets-ubud/9fb7902242711f41ee1e.jpg,draft/gelato-secrets-ubud/9fb7902242711f41ee1e.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/gelato-secrets-ubud/9fb7902242711f41ee1e.jpg,true,image/jpeg,101301,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_gelato-secrets-ubud: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/gelato-secrets-ubud/9fb7902242711f41ee1e.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/gelato-secrets-ubud/9fb7902242711f41ee1e.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/gelato-secrets-ubud/9fb7902242711f41ee1e.jpg,ca3b4941-2886-4dc2-b4e3-5da274507898,draft,EXACT_PATH_MATCH
estetica-belle,v_import_estetica_belle,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/estetica-belle/ce0b23122ba651781fdb.jpg,draft/estetica-belle/ce0b23122ba651781fdb.jpg,draft/estetica-belle/ce0b23122ba651781fdb.jpg,draft/estetica-belle/ce0b23122ba651781fdb.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/estetica-belle/ce0b23122ba651781fdb.jpg,true,image/jpeg,931033,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_estetica_belle: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/estetica-belle/ce0b23122ba651781fdb.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/estetica-belle/ce0b23122ba651781fdb.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/estetica-belle/ce0b23122ba651781fdb.jpg,f4a8f5c7-b199-4a13-b815-69eac3e09972,draft,EXACT_PATH_MATCH
cutiepai-nails,v_import_cutiepai_nails,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/cutiepai-nails/4037b285c2e3092c3774.png,draft/cutiepai-nails/4037b285c2e3092c3774.png,draft/cutiepai-nails/4037b285c2e3092c3774.png,draft/cutiepai-nails/4037b285c2e3092c3774.png,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/cutiepai-nails/4037b285c2e3092c3774.png,true,image/png,2702095,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_cutiepai_nails: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/cutiepai-nails/4037b285c2e3092c3774.png -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/cutiepai-nails/4037b285c2e3092c3774.png,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/cutiepai-nails/4037b285c2e3092c3774.png,da6572cd-2c36-46eb-a3b5-71f2546e5515,draft,EXACT_PATH_MATCH
fair-warung-bale,v_import_fair_warung_bale,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/fair-warung-bale/3dea8497b859a1804fd3.jpg,draft/fair-warung-bale/3dea8497b859a1804fd3.jpg,draft/fair-warung-bale/3dea8497b859a1804fd3.jpg,draft/fair-warung-bale/3dea8497b859a1804fd3.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/fair-warung-bale/3dea8497b859a1804fd3.jpg,true,image/jpeg,366640,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_fair_warung_bale: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/fair-warung-bale/3dea8497b859a1804fd3.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/fair-warung-bale/3dea8497b859a1804fd3.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/fair-warung-bale/3dea8497b859a1804fd3.jpg,3690109c-8053-4c1c-807e-45b10323ab5e,draft,EXACT_PATH_MATCH
nude-berawa,v_nude-berawa,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/nude-berawa/58a4ad26f829a3ad1d81.webp,draft/nude-berawa/58a4ad26f829a3ad1d81.webp,draft/nude-berawa/58a4ad26f829a3ad1d81.webp,draft/nude-berawa/58a4ad26f829a3ad1d81.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/nude-berawa/58a4ad26f829a3ad1d81.webp,true,image/webp,1244050,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_nude-berawa: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/nude-berawa/58a4ad26f829a3ad1d81.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/nude-berawa/58a4ad26f829a3ad1d81.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/nude-berawa/58a4ad26f829a3ad1d81.webp,c7fd6c69-e4cb-4011-baba-0bc92e8d1ad2,draft,EXACT_PATH_MATCH
bali-bohemia,v_bali-bohemia,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bali-bohemia/8b25568274b72c396145.jpg,draft/bali-bohemia/8b25568274b72c396145.jpg,draft/bali-bohemia/8b25568274b72c396145.jpg,draft/bali-bohemia/8b25568274b72c396145.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/bali-bohemia/8b25568274b72c396145.jpg,true,image/jpeg,161707,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_bali-bohemia: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bali-bohemia/8b25568274b72c396145.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/bali-bohemia/8b25568274b72c396145.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bali-bohemia/8b25568274b72c396145.jpg,6a149b20-7271-48c7-9d42-eca6100dce0e,draft,EXACT_PATH_MATCH
jungle-padel-canggu-shortcut,v_import_jungle_padel_canggu_shortcut,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/jungle-padel-canggu-shortcut/7918cd2ef2c6764ee5b3.jpg,draft/jungle-padel-canggu-shortcut/7918cd2ef2c6764ee5b3.jpg,draft/jungle-padel-canggu-shortcut/7918cd2ef2c6764ee5b3.jpg,draft/jungle-padel-canggu-shortcut/7918cd2ef2c6764ee5b3.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/jungle-padel-canggu-shortcut/7918cd2ef2c6764ee5b3.jpg,true,image/jpeg,804963,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_jungle_padel_canggu_shortcut: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/jungle-padel-canggu-shortcut/7918cd2ef2c6764ee5b3.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/jungle-padel-canggu-shortcut/7918cd2ef2c6764ee5b3.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/jungle-padel-canggu-shortcut/7918cd2ef2c6764ee5b3.jpg,7c3899c6-7e99-450e-b6bf-0720731f69a0,draft,EXACT_PATH_MATCH
finns-recreation-club-finns-lifestyle-village,v_import_finns_recreation_club_finns_lifestyle_village,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/finns-recreation-club-finns-lifestyle-village/c6fde7083e7d088fa35c.jpg,draft/finns-recreation-club-finns-lifestyle-village/c6fde7083e7d088fa35c.jpg,draft/finns-recreation-club-finns-lifestyle-village/c6fde7083e7d088fa35c.jpg,draft/finns-recreation-club-finns-lifestyle-village/c6fde7083e7d088fa35c.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/finns-recreation-club-finns-lifestyle-village/c6fde7083e7d088fa35c.jpg,true,image/jpeg,516555,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_finns_recreation_club_finns_lifestyle_village: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/finns-recreation-club-finns-lifestyle-village/c6fde7083e7d088fa35c.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/finns-recreation-club-finns-lifestyle-village/c6fde7083e7d088fa35c.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/finns-recreation-club-finns-lifestyle-village/c6fde7083e7d088fa35c.jpg,020378e7-ed83-407e-89da-a3e80550bec7,draft,EXACT_PATH_MATCH
yuki-canggu,v_import_yuki_canggu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/yuki-canggu/2a2dae22053c973915ae.png,draft/yuki-canggu/2a2dae22053c973915ae.png,draft/yuki-canggu/2a2dae22053c973915ae.png,draft/yuki-canggu/2a2dae22053c973915ae.png,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/yuki-canggu/2a2dae22053c973915ae.png,true,image/png,1304378,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_yuki_canggu: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/yuki-canggu/2a2dae22053c973915ae.png -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/yuki-canggu/2a2dae22053c973915ae.png,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/yuki-canggu/2a2dae22053c973915ae.png,5adbc23f-4559-4a76-8bac-8ad42de7c45b,draft,EXACT_PATH_MATCH
seeds-of-life,v_seeds-of-life,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/seeds-of-life/821eaafb6d1a0be42850.jpg,draft/seeds-of-life/821eaafb6d1a0be42850.jpg,draft/seeds-of-life/821eaafb6d1a0be42850.jpg,draft/seeds-of-life/821eaafb6d1a0be42850.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/seeds-of-life/821eaafb6d1a0be42850.jpg,true,image/jpeg,670775,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_seeds-of-life: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/seeds-of-life/821eaafb6d1a0be42850.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/seeds-of-life/821eaafb6d1a0be42850.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/seeds-of-life/821eaafb6d1a0be42850.jpg,c75258ab-57c0-4853-be6e-0153974facc2,draft,EXACT_PATH_MATCH
only-nails-pererenan,v_import_only_nails_pererenan,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/only-nails-pererenan/ee66018da0ca48dd4fbb.webp,draft/only-nails-pererenan/ee66018da0ca48dd4fbb.webp,draft/only-nails-pererenan/ee66018da0ca48dd4fbb.webp,draft/only-nails-pererenan/ee66018da0ca48dd4fbb.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/only-nails-pererenan/ee66018da0ca48dd4fbb.webp,true,image/webp,143206,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_only_nails_pererenan: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/only-nails-pererenan/ee66018da0ca48dd4fbb.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/only-nails-pererenan/ee66018da0ca48dd4fbb.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/only-nails-pererenan/ee66018da0ca48dd4fbb.webp,465c1a5b-5fa9-4055-8c09-232ea71dd175,draft,EXACT_PATH_MATCH
two-face-canggu,v_import_two_face_canggu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/two-face-canggu/48f27b2928c75e2540d8.webp,draft/two-face-canggu/48f27b2928c75e2540d8.webp,draft/two-face-canggu/48f27b2928c75e2540d8.webp,draft/two-face-canggu/48f27b2928c75e2540d8.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/two-face-canggu/48f27b2928c75e2540d8.webp,true,image/webp,190360,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_two_face_canggu: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/two-face-canggu/48f27b2928c75e2540d8.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/two-face-canggu/48f27b2928c75e2540d8.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/two-face-canggu/48f27b2928c75e2540d8.webp,4552b9a9-6f1e-4895-a5bc-6bd9ae9cfd62,draft,EXACT_PATH_MATCH
como-beach-club-canggu,v_import_como_beach_club_canggu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/como-beach-club-canggu/2ca5c425fff7d51e1cad.jpg,draft/como-beach-club-canggu/2ca5c425fff7d51e1cad.jpg,draft/como-beach-club-canggu/2ca5c425fff7d51e1cad.jpg,draft/como-beach-club-canggu/2ca5c425fff7d51e1cad.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/como-beach-club-canggu/2ca5c425fff7d51e1cad.jpg,true,image/jpeg,156023,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_como_beach_club_canggu: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/como-beach-club-canggu/2ca5c425fff7d51e1cad.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/como-beach-club-canggu/2ca5c425fff7d51e1cad.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/como-beach-club-canggu/2ca5c425fff7d51e1cad.jpg,9604550f-e6a8-476a-90ab-37279e3ce9d0,draft,EXACT_PATH_MATCH
svaha-spa,a84991fe-5d80-4985-a364-555e7347d789,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/svaha-spa/bda5dff76adffb9fbbb1.jpg,draft/svaha-spa/bda5dff76adffb9fbbb1.jpg,draft/svaha-spa/bda5dff76adffb9fbbb1.jpg,draft/svaha-spa/bda5dff76adffb9fbbb1.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/svaha-spa/bda5dff76adffb9fbbb1.jpg,true,image/jpeg,85112,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url a84991fe-5d80-4985-a364-555e7347d789: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/svaha-spa/bda5dff76adffb9fbbb1.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/svaha-spa/bda5dff76adffb9fbbb1.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/svaha-spa/bda5dff76adffb9fbbb1.jpg,f2853d08-b1c5-4bc6-9b6e-71088452bae9,draft,EXACT_PATH_MATCH
lulu-bistrot,v_import_lulu_bistrot,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/lulu-bistrot/dd6b8d1d91ff1d865c79.webp,draft/lulu-bistrot/dd6b8d1d91ff1d865c79.webp,draft/lulu-bistrot/dd6b8d1d91ff1d865c79.webp,draft/lulu-bistrot/dd6b8d1d91ff1d865c79.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/lulu-bistrot/dd6b8d1d91ff1d865c79.webp,true,image/webp,422722,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_lulu_bistrot: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/lulu-bistrot/dd6b8d1d91ff1d865c79.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/lulu-bistrot/dd6b8d1d91ff1d865c79.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/lulu-bistrot/dd6b8d1d91ff1d865c79.webp,9dc46421-1904-4482-9b3c-d20c7991bb2a,draft,EXACT_PATH_MATCH
mozaic,v_mozaic,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/mozaic/421df8885f017b33c1e4.jpg,draft/mozaic/421df8885f017b33c1e4.jpg,draft/mozaic/421df8885f017b33c1e4.jpg,draft/mozaic/421df8885f017b33c1e4.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/mozaic/421df8885f017b33c1e4.jpg,true,image/jpeg,142349,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_mozaic: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/mozaic/421df8885f017b33c1e4.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/mozaic/421df8885f017b33c1e4.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/mozaic/421df8885f017b33c1e4.jpg,14ce75f8-0a9f-483b-b808-1cbbdebd5bbd,approved,EXACT_PATH_MATCH
bgs-uluwatu,v_import_bgs_uluwatu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bgs-uluwatu/ed3535cbe4c6c0dc2ebf.webp,draft/bgs-uluwatu/ed3535cbe4c6c0dc2ebf.webp,draft/bgs-uluwatu/ed3535cbe4c6c0dc2ebf.webp,draft/bgs-uluwatu/ed3535cbe4c6c0dc2ebf.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/bgs-uluwatu/ed3535cbe4c6c0dc2ebf.webp,true,image/webp,577314,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_bgs_uluwatu: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bgs-uluwatu/ed3535cbe4c6c0dc2ebf.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/bgs-uluwatu/ed3535cbe4c6c0dc2ebf.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/bgs-uluwatu/ed3535cbe4c6c0dc2ebf.webp,507db2e9-87ef-4acf-90d8-e0196d0ed9d8,draft,EXACT_PATH_MATCH
kala-uluwatu,v_import_kala_uluwatu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/kala-uluwatu/3184ae0466135d6740b5.jpg,draft/kala-uluwatu/3184ae0466135d6740b5.jpg,draft/kala-uluwatu/3184ae0466135d6740b5.jpg,draft/kala-uluwatu/3184ae0466135d6740b5.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/kala-uluwatu/3184ae0466135d6740b5.jpg,true,image/jpeg,407346,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_kala_uluwatu: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/kala-uluwatu/3184ae0466135d6740b5.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/kala-uluwatu/3184ae0466135d6740b5.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/kala-uluwatu/3184ae0466135d6740b5.jpg,4e7e788c-6d73-449e-869a-ee2746190354,draft,EXACT_PATH_MATCH
mana-uluwatu,v_import_mana_uluwatu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/mana-uluwatu/f0cf3a42ebedfd14e7bf.jpg,draft/mana-uluwatu/f0cf3a42ebedfd14e7bf.jpg,draft/mana-uluwatu/f0cf3a42ebedfd14e7bf.jpg,draft/mana-uluwatu/f0cf3a42ebedfd14e7bf.jpg,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/mana-uluwatu/f0cf3a42ebedfd14e7bf.jpg,true,image/jpeg,673402,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_mana_uluwatu: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/mana-uluwatu/f0cf3a42ebedfd14e7bf.jpg -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/mana-uluwatu/f0cf3a42ebedfd14e7bf.jpg,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/mana-uluwatu/f0cf3a42ebedfd14e7bf.jpg,958f6106-c6b0-425c-894c-7f3479c97f25,draft,EXACT_PATH_MATCH
waatu,v_import_waatu,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/waatu/ad0b4a72837caa74a27f.webp,draft/waatu/ad0b4a72837caa74a27f.webp,draft/waatu/ad0b4a72837caa74a27f.webp,draft/waatu/ad0b4a72837caa74a27f.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/waatu/ad0b4a72837caa74a27f.webp,true,image/webp,226402,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_waatu: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/waatu/ad0b4a72837caa74a27f.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/waatu/ad0b4a72837caa74a27f.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/waatu/ad0b4a72837caa74a27f.webp,af77d00d-fa01-4992-b01c-9ca749a9fe3b,draft,EXACT_PATH_MATCH
suka-espresso,v_import_suka_espresso,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/suka-espresso/a1c3cfb3f55025cd3026.webp,draft/suka-espresso/a1c3cfb3f55025cd3026.webp,draft/suka-espresso/a1c3cfb3f55025cd3026.webp,draft/suka-espresso/a1c3cfb3f55025cd3026.webp,https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/suka-espresso/a1c3cfb3f55025cd3026.webp,true,image/webp,212392,xvhxyohqkkpaynrgrvvb,egkdapqwkfprtyqvvnso,venue-photos,venue-photos,venues.photo_url v_import_suka_espresso: https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/suka-espresso/a1c3cfb3f55025cd3026.webp -> https://egkdapqwkfprtyqvvnso.supabase.co/storage/v1/object/public/venue-photos/draft/suka-espresso/a1c3cfb3f55025cd3026.webp,https://xvhxyohqkkpaynrgrvvb.supabase.co/storage/v1/object/public/venue-photos/draft/suka-espresso/a1c3cfb3f55025cd3026.webp,83d4cfcd-74eb-4d7d-a98e-c599fcc32610,draft,EXACT_PATH_MATCH
