venue_id,venue_name,source_url,source_tier,date_crawled
obs-d2eff94340,Mû Boutique Resort,https://mu-bali.com/spa,official_site,2026-08-25T01:39:11+00:00
obs-fa958bceee,Oneworld Ayurveda,https://oneworldayurveda.com,official_site,2026-08-25T01:39:11+00:00
obs-9430d58644,Only Nails Bali,https://onlynailsbali.com,official_site,2026-08-25T01:39:11+00:00
obs-9430d58644,Only Nails Bali,https://onlynailsbali.com/our-services,official_site,2026-08-25T01:39:11+00:00
obs-23a814a750,Piccolina Bali,https://piccolinabali.com,official_site,2026-08-25T01:39:11+00:00
obs-23a814a750,Piccolina Bali,https://piccolinabali.com/menu,official_site,2026-08-25T01:39:11+00:00
obs-eccc07655b,Power of Now Oasis,https://powerofnowoasis.com,official_site,2026-08-25T01:39:11+00:00
obs-eccc07655b,Power of Now Oasis,https://powerofnowoasis.com/contact-us,official_site,2026-08-25T01:39:11+00:00
obs-eda4e23a79,Rejuvie Aesthetic & Dermatology Bali,https://rejuvieclinic.com,official_site,2026-08-25T01:39:11+00:00
obs-eda4e23a79,Rejuvie Aesthetic & Dermatology Bali,https://rejuvieclinic.com/price-list,official_site,2026-08-25T01:39:11+00:00
obs-30642febb4,REVIVE + PILATES,https://reviveandpilates.studio,official_site,2026-08-25T01:39:11+00:00
obs-30642febb4,REVIVE + PILATES,https://www.reviveandpilates.studio/contact,official_site,2026-08-25T01:39:11+00:00
obs-b8bf526575,RITE Bali,https://ritebali.com,official_site,2026-08-25T01:39:11+00:00
obs-b8bf526575,RITE Bali,https://ritebali.com/pages/spa,official_site,2026-08-25T01:39:11+00:00
obs-b9317f11b6,Rob Peetoom,https://robpeetoom.com,official_site,2026-08-25T01:39:11+00:00
obs-2a68fadbb9,Rose Petal Beauty Center,https://rosepetalbali.com,official_site,2026-08-25T01:39:11+00:00
obs-2a68fadbb9,Rose Petal Beauty Center,https://rosepetalbali.com/about,official_site,2026-08-25T01:39:11+00:00
obs-7147a670a1,Samadi Bali,https://samadibali.com,official_site,2026-08-25T01:39:11+00:00
obs-7147a670a1,Samadi Bali,https://samadibali.com/holistic-treatments-and-wellness-offerings,official_site,2026-08-25T01:39:11+00:00
obs-a9f6e0c1d9,Griya Santrian Beach Resort & Spa,https://santrian.com,official_site,2026-08-25T01:39:11+00:00
obs-a9f6e0c1d9,Griya Santrian Beach Resort & Spa,https://santrian.com/griya-santrian/spa/treatment-at-ayodhya-bale.html,official_site,2026-08-25T01:39:11+00:00
obs-38b467e693,Serenity Bali Yogi Spa,https://serenitybali.com,official_site,2026-08-25T01:39:11+00:00
obs-38b467e693,Serenity Bali Yogi Spa,https://www.serenitybali.com/spa-price-list,official_site,2026-08-25T01:39:11+00:00
obs-a7bebe8bf6,The Shampoo Lounge,https://shampoolounge.com,official_site,2026-08-25T01:39:11+00:00
obs-a7bebe8bf6,The Shampoo Lounge,https://www.shampoolounge.com/bookingseminyak,official_site,2026-08-25T01:39:11+00:00
obs-4788bc4542,SCHI EDULE,https://sohamwellnesscenter.com,official_site,2026-08-25T01:39:11+00:00
obs-4788bc4542,SCHI EDULE,https://www.sohamwellnesscenter.com/pdf/Schedule-Soham-2026.pdf,official_site,2026-08-25T01:39:11+00:00
obs-b75d438b88,Svaha Wellness,https://svahaspa.com,official_site,2026-08-25T01:39:11+00:00
obs-9111410fbe,Taksu,https://taksu.org,official_site,2026-08-25T01:39:11+00:00
obs-9111410fbe,Taksu,https://taksu.org/booking/spa,official_site,2026-08-25T01:39:11+00:00
obs-ec8f2f6231,The Asa Maia,https://theasamaia.com,official_site,2026-08-25T01:39:11+00:00
obs-ec8f2f6231,The Asa Maia,https://www.theasamaia.com/resources/media/user/1774856811-Spa_Menu.pdf,official_site,2026-08-25T01:39:11+00:00
obs-a3e85fe0a4,The Freebird Studio,https://thefreebirdstudio.com,official_site,2026-08-25T01:39:11+00:00
obs-a3e85fe0a4,The Freebird Studio,https://thefreebirdstudio.com/bookings,official_site,2026-08-25T01:39:11+00:00
obs-2b604253c5,The Shala Bali,https://theshalabali.com,official_site,2026-08-25T01:39:11+00:00
obs-2b604253c5,The Shala Bali,https://www.theshalabali.com/single-post/2019/09/02/how-ayurvedic-spa-treatments-clear-the-mind-body-and-soul,official_site,2026-08-25T01:39:11+00:00
obs-6c594fd149,The Temple Lodge,https://thetemplelodge.com,official_site,2026-08-25T01:39:11+00:00
obs-6c594fd149,The Temple Lodge,https://www.thetemplelodge.com,official_site,2026-08-25T01:39:11+00:00
obs-9edb8ab4fa,Yoga Barn Wellness,https://theyogabarn.com,official_site,2026-08-25T01:39:11+00:00
obs-9edb8ab4fa,Yoga Barn Wellness,https://theyogabarn.com/wp-content/uploads/2026/05/YBW-All-Menu-Mei2026-A3.pdf,official_site,2026-08-25T01:39:11+00:00
obs-0955c12271,Think Pink Salon,https://thinkpinksalon.com,official_site,2026-08-25T01:39:11+00:00
obs-0955c12271,Think Pink Salon,https://www.thinkpinksalon.com/treatments,official_site,2026-08-25T01:39:11+00:00
obs-2c16239379,Tonic,https://tonic.co.id,official_site,2026-08-25T01:39:11+00:00
obs-2c16239379,Tonic,https://tonic.co.id/sitemap.xml,official_site,2026-08-25T01:39:11+00:00
obs-a5a3d43767,Tugu Hotels & Restaurants,https://tuguhotels.com,official_site,2026-08-25T01:39:11+00:00
obs-a5a3d43767,Tugu Hotels & Restaurants,https://tuguhotels.com/spa-wellness,official_site,2026-08-25T01:39:11+00:00
obs-2b21bda6a5,Pyramids of Chi,https://ubud.pyramidsofchi.com,official_site,2026-08-25T01:39:11+00:00
obs-2b21bda6a5,Pyramids of Chi,https://ubud.pyramidsofchi.com/free-shuttle-service,official_site,2026-08-25T01:39:11+00:00
obs-1a40e999d8,Ubud Sari Spa,https://ubudsari.com,official_site,2026-08-25T01:39:11+00:00
obs-1a40e999d8,Ubud Sari Spa,https://ubudsari.com/ubud-sari-basic-spa-treatment,official_site,2026-08-25T01:39:11+00:00
obs-77c58f504f,Ubud Yoga House,https://ubudyogahouse.com,official_site,2026-08-25T01:39:11+00:00
obs-77c58f504f,Ubud Yoga House,https://ubudyogahouse.com/contact,official_site,2026-08-25T01:39:11+00:00
obs-9671b9e0a1,Wrong Gym,https://wronggym.com,official_site,2026-08-25T01:39:11+00:00
obs-9671b9e0a1,Wrong Gym,https://wronggym.com/pages/spa,official_site,2026-08-25T01:39:11+00:00
obs-943e075f77,Yoga Searcher Bali,http://www.yogasearcher-bali.com,official_site,2026-08-25T01:39:11+00:00
obs-b65fe80b54,UMALAS,https://youspaexperience.com,official_site,2026-08-25T01:39:11+00:00
